geoid,name,type,county,counties,population,code_status,publisher,code_url,publisher_client_id,code_product_id,codified_through,code_last_updated,pdf_available,pending_ordinances_count,official_status,source,source_checked_date,notes,statement
12119,Sumter,county,Sumter,Sumter,154693,online-html,municode,https://library.municode.com/fl/sumter_county,11704,12044,2025-07-22,2025-10-31,1,0,unstated,municode-api,2026-09-23,,"Sumter County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/sumter_county. The code is codified through ordinances adopted 2025-07-22. Checked 2026-09-23."
1211925,Chiefland,city,Levy,Levy,2444,online-html,municode,https://library.municode.com/fl/chiefland,1633,14577,,2020-11-04,1,2,unstated,municode-api,2026-09-23,,"The city of Chiefland in Levy County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/chiefland. 2 adopted ordinance(s) await codification. Checked 2026-09-23."
1211975,Chipley,city,Washington,Washington,3741,online-html,municode,https://library.municode.com/fl/chipley,1640,10549,,2025-10-15,1,12,unstated,municode-api,2026-09-23,,"The city of Chipley in Washington County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/chipley. 12 adopted ordinance(s) await codification. Checked 2026-09-23."
12121,Suwannee,county,Suwannee,Suwannee,47536,online-html,municode,https://library.municode.com/fl/suwannee_county,7878,13234,,2026-07-29,1,3,unstated,municode-api,2026-09-23,,"Suwannee County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/suwannee_county. 3 adopted ordinance(s) await codification. Checked 2026-09-23."
12123,Taylor,county,Taylor,Taylor,21843,online-html,municode,https://library.municode.com/fl/taylor_county,12621,13410,,2025-04-07,1,0,unstated,municode-api,2026-09-23,,"Taylor County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/taylor_county. Checked 2026-09-23."
1212325,Cinco Bayou,town,Okaloosa,Okaloosa,468,online-html,municode,https://library.municode.com/fl/cinco_bayou,8329,12215,,2022-10-04,1,0,unstated,municode-api,2026-09-23,,"The town of Cinco Bayou in Okaloosa County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/cinco_bayou. Checked 2026-09-23."
12125,Union,county,Union,Union,15738,online-pdf-only,self-hosted,https://unioncounty-fl.gov/wp-content/uploads/LDR_Union_20_Canary.pdf,,,2020-06-15,,0,,unstated,manual,2026-09-23,"Union County posts its land development regulations as a PDF amended through June 2020. The live site blocks automated requests, so the archived copy was used.","Union County, Florida, publishes its code of ordinances as a PDF through its own website at https://unioncounty-fl.gov/wp-content/uploads/LDR_Union_20_Canary.pdf. The code is codified through ordinances adopted 2020-06-15. Checked 2026-09-23."
12127,Volusia,county,Volusia,Volusia,602772,online-html,municode,https://library.municode.com/fl/volusia_county,10989,11665,,2026-07-30,1,4,unstated,municode-api,2026-09-23,,"Volusia County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/volusia_county. 4 adopted ordinance(s) await codification. Checked 2026-09-23."
1212875,Clearwater,city,Pinellas,Pinellas,116811,online-html,municode,https://library.municode.com/fl/clearwater,1675,10148,,2026-04-06,1,0,unstated,municode-api,2026-09-23,,"The city of Clearwater in Pinellas County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/clearwater. Checked 2026-09-23."
12129,Wakulla,county,Wakulla,Wakulla,37115,online-html,municode,https://library.municode.com/fl/wakulla_county,11002,14869,2026-03-16,2026-07-24,1,3,unstated,municode-api,2026-09-23,,"Wakulla County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/wakulla_county. The code is codified through ordinances adopted 2026-03-16. 3 adopted ordinance(s) await codification. Checked 2026-09-23."
1212925,Clermont,city,Lake,Lake,50851,online-html,municode,https://library.municode.com/fl/clermont,1678,14559,,2025-08-15,1,14,unstated,municode-api,2026-09-23,,"The city of Clermont in Lake County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/clermont. 14 adopted ordinance(s) await codification. Checked 2026-09-23."
1213000,Clewiston,city,Hendry,Hendry,7496,online-html,municode,https://library.municode.com/fl/clewiston,1681,14849,,2025-09-10,1,0,unstated,municode-api,2026-09-23,,"The city of Clewiston in Hendry County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/clewiston. Checked 2026-09-23."
1213050,Cloud Lake,town,Palm Beach,Palm Beach,141,online-html,municode,https://library.municode.com/fl/cloud_lake,16622,14585,2024-03-14,2024-06-04,0,0,unstated,municode-api,2026-09-23,,"The town of Cloud Lake in Palm Beach County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/cloud_lake. The code is codified through ordinances adopted 2024-03-14. Checked 2026-09-23."
12131,Walton,county,Walton,Walton,89666,online-html,municode,https://library.municode.com/fl/walton_county,11018,12452,,2026-08-13,1,0,unstated,municode-api,2026-09-23,"the publisher states codification through an ordinance adopted March 24, 2026, which postdates the supplement it published on 0001-01-01, so the stated date is not recorded","Walton County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/walton_county. Checked 2026-09-23."
1213150,Cocoa,city,Brevard,Brevard,19909,online-html,municode,https://library.municode.com/fl/cocoa,1700,14686,,2026-07-15,1,0,unstated,municode-api,2026-09-23,"the publisher states codification through an ordinance adopted October 14, 2026, which postdates the supplement it published on 2025-10-28, so the stated date is not recorded","The city of Cocoa in Brevard County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/cocoa. Checked 2026-09-23."
1213175,Cocoa Beach,city,Brevard,Brevard,11386,online-html,municode,https://library.municode.com/fl/cocoa_beach,1701,13994,,2026-06-11,1,3,unstated,municode-api,2026-09-23,,"The city of Cocoa Beach in Brevard County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/cocoa_beach. 3 adopted ordinance(s) await codification. Checked 2026-09-23."
1213275,Coconut Creek,city,Broward,Broward,59721,online-html,municode,https://library.municode.com/fl/coconut_creek,1702,10928,,2026-03-06,1,3,unstated,municode-api,2026-09-23,,"The city of Coconut Creek in Broward County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/coconut_creek. 3 adopted ordinance(s) await codification. Checked 2026-09-23."
12133,Washington,county,Washington,Washington,26503,online-html,municode,https://library.municode.com/fl/washington_county,11304,10982,,2026-04-30,1,0,unstated,municode-api,2026-09-23,,"Washington County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/washington_county. Checked 2026-09-23."
1213400,Coleman,city,Sumter,Sumter,789,online-html,municode,https://library.municode.com/fl/coleman,15328,15868,,2025-10-10,1,0,unstated,municode-api,2026-09-23,,"The city of Coleman in Sumter County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/coleman. Checked 2026-09-23."
1214125,Cooper City,city,Broward,Broward,35541,online-html,municode,https://library.municode.com/fl/cooper_city,1757,15976,,2026-07-01,1,2,unstated,municode-api,2026-09-23,,"The city of Cooper City in Broward County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/cooper_city. 2 adopted ordinance(s) await codification. Checked 2026-09-23."
1214250,Coral Gables,city,Miami-Dade,Miami-Dade,50379,online-html,municode,https://library.municode.com/fl/coral_gables,1763,19953,,2026-07-07,1,0,unstated,municode-api,2026-09-23,,"The city of Coral Gables in Miami-Dade County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/coral_gables. Checked 2026-09-23."
1214400,Coral Springs,city,Broward,Broward,140808,online-html,municode,https://library.municode.com/fl/coral_springs,1764,10537,2026-04-01,2026-07-02,1,0,unstated,municode-api,2026-09-23,,"The city of Coral Springs in Broward County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/coral_springs. The code is codified through ordinances adopted 2026-04-01. Checked 2026-09-23."
1214850,Cottondale,town,Jackson,Jackson,879,online-pdf-only,self-hosted,https://www.cityofcottondale.net/land-development-regulations/,,,,,0,,unstated,manual,2026-09-23,"Cottondale posts its land development regulations as five scanned PDFs plus some individual ordinances. The front page is currently a 'Coming Soon' screen, but the files load directly.","The town of Cottondale in Jackson County, Florida, publishes its code of ordinances as a PDF through its own website at https://www.cityofcottondale.net/land-development-regulations/. Checked 2026-09-23."
1215375,Crescent City,city,Putnam,Putnam,1724,online-html,municode,https://library.municode.com/fl/crescent_city,11713,10606,,2025-02-26,1,0,unstated,municode-api,2026-09-23,,"The city of Crescent City in Putnam County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/crescent_city. Checked 2026-09-23."
1215475,Crestview,city,Okaloosa,Okaloosa,30727,online-html,municode,https://library.municode.com/fl/crestview,1812,10607,,2025-11-19,1,0,unstated,municode-api,2026-09-23,,"The city of Crestview in Okaloosa County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/crestview. Checked 2026-09-23."
1215575,Cross City,town,Dixie,Dixie,1816,online-html,municode,https://library.municode.com/fl/cross_city,8399,15204,2018-02-26,2020-01-31,1,0,unstated,municode-api,2026-09-23,,"The town of Cross City in Dixie County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/cross_city. The code is codified through ordinances adopted 2018-02-26. Checked 2026-09-23."
1215775,Crystal River,city,Citrus,Citrus,3661,online-html,municode,https://library.municode.com/fl/crystal_river,1829,10186,,2026-07-07,1,0,unstated,municode-api,2026-09-23,,"The city of Crystal River in Citrus County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/crystal_river. Checked 2026-09-23."
1215968,Cutler Bay,town,Miami-Dade,Miami-Dade,45833,online-html,municode,https://library.municode.com/fl/cutler_bay,16193,14515,,2026-05-07,1,0,unstated,municode-api,2026-09-23,,"The town of Cutler Bay in Miami-Dade County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/cutler_bay. Checked 2026-09-23."
1216125,Dade City,city,Pasco,Pasco,9662,online-html,municode,https://library.municode.com/fl/dade_city,1849,10619,,2026-03-04,1,6,unstated,municode-api,2026-09-23,,"The city of Dade City in Pasco County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/dade_city. 6 adopted ordinance(s) await codification. Checked 2026-09-23."
1216335,Dania Beach,city,Broward,Broward,33076,online-html,municode,https://library.municode.com/fl/dania_beach,1861,10626,2026-01-13,2026-05-12,1,13,unstated,municode-api,2026-09-23,,"The city of Dania Beach in Broward County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/dania_beach. The code is codified through ordinances adopted 2026-01-13. 13 adopted ordinance(s) await codification. Checked 2026-09-23."
1216450,Davenport,city,Polk,Polk,16764,online-html,municode,https://library.municode.com/fl/davenport,1868,10004,2026-04-20,2026-07-16,1,0,unstated,municode-api,2026-09-23,,"The city of Davenport in Polk County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/davenport. The code is codified through ordinances adopted 2026-04-20. Checked 2026-09-23."
1216475,Davie,town,Broward,Broward,112052,online-html,municode,https://library.municode.com/fl/davie,8419,10630,,2026-04-22,1,7,unstated,municode-api,2026-09-23,,"The town of Davie in Broward County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/davie. 7 adopted ordinance(s) await codification. Checked 2026-09-23."
1216525,Daytona Beach,city,Volusia,Volusia,86015,online-html,municode,https://library.municode.com/fl/daytona_beach,1877,10234,,2026-06-15,1,0,unstated,municode-api,2026-09-23,,"The city of Daytona Beach in Volusia County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/daytona_beach. Checked 2026-09-23."
1216550,Daytona Beach Shores,city,Volusia,Volusia,5223,online-html,municode,https://library.municode.com/fl/daytona_beach_shores,1878,10324,,2025-03-28,1,7,unstated,municode-api,2026-09-23,,"The city of Daytona Beach Shores in Volusia County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/daytona_beach_shores. 7 adopted ordinance(s) await codification. Checked 2026-09-23."
1216675,DeBary,city,Volusia,Volusia,23468,online-html,municode,https://library.municode.com/fl/debary,1885,13027,2023-08-23,2024-05-09,1,3,unstated,municode-api,2026-09-23,,"The city of DeBary in Volusia County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/debary. The code is codified through ordinances adopted 2023-08-23. 3 adopted ordinance(s) await codification. Checked 2026-09-23."
1216725,Deerfield Beach,city,Broward,Broward,90507,online-html,municode,https://library.municode.com/fl/deerfield_beach,1891,12050,,2026-05-26,1,0,unstated,municode-api,2026-09-23,,"The city of Deerfield Beach in Broward County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/deerfield_beach. Checked 2026-09-23."
1216800,DeFuniak Springs,city,Walton,Walton,7048,online-html,municode,https://library.municode.com/fl/defuniak_springs,1893,10636,2024-10-28,2026-07-28,1,4,unstated,municode-api,2026-09-23,,"The city of DeFuniak Springs in Walton County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/defuniak_springs. The code is codified through ordinances adopted 2024-10-28. 4 adopted ordinance(s) await codification. Checked 2026-09-23."
1216875,DeLand,city,Volusia,Volusia,45587,online-html,municode,https://library.municode.com/fl/deland,1899,13714,2025-10-20,2026-06-30,1,6,unstated,municode-api,2026-09-23,,"The city of DeLand in Volusia County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/deland. The code is codified through ordinances adopted 2025-10-20. 6 adopted ordinance(s) await codification. Checked 2026-09-23."
1217100,Delray Beach,city,Palm Beach,Palm Beach,70140,online-html,municode,https://library.municode.com/fl/delray_beach,1907,13704,,2026-05-26,1,3,unstated,municode-api,2026-09-23,,"The city of Delray Beach in Palm Beach County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/delray_beach. 3 adopted ordinance(s) await codification. Checked 2026-09-23."
1217200,Deltona,city,Volusia,Volusia,100513,online-html,municode,https://library.municode.com/fl/deltona,1909,13200,,2026-06-26,1,0,unstated,municode-api,2026-09-23,,"The city of Deltona in Volusia County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/deltona. Checked 2026-09-23."
1217325,Destin,city,Okaloosa,Okaloosa,13991,online-html,municode,https://library.municode.com/fl/destin,1929,12108,,2026-07-22,1,1,unstated,municode-api,2026-09-23,,"The city of Destin in Okaloosa County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/destin. 1 adopted ordinance(s) await codification. Checked 2026-09-23."
1217935,Doral,city,Miami-Dade,Miami-Dade,83625,online-html,municode,https://library.municode.com/fl/doral,13434,14386,2026-06-10,2026-07-28,1,3,unstated,municode-api,2026-09-23,,"The city of Doral in Miami-Dade County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/doral. The code is codified through ordinances adopted 2026-06-10. 3 adopted ordinance(s) await codification. Checked 2026-09-23."
1218550,Dundee,town,Polk,Polk,6275,online-html,municode,https://library.municode.com/fl/dundee,8464,12506,2022-06-28,2022-11-10,1,0,unstated,municode-api,2026-09-23,,"The town of Dundee in Polk County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/dundee. The code is codified through ordinances adopted 2022-06-28. Checked 2026-09-23."
1218575,Dunedin,city,Pinellas,Pinellas,35932,online-html,municode,https://library.municode.com/fl/dunedin,1981,10668,2026-03-19,2026-06-30,1,0,unstated,municode-api,2026-09-23,,"The city of Dunedin in Pinellas County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/dunedin. The code is codified through ordinances adopted 2026-03-19. Checked 2026-09-23."
1218675,Dunnellon,city,Marion,Marion,2043,online-html,municode,https://library.municode.com/fl/dunnellon,1985,10669,,2025-07-24,1,15,unstated,municode-api,2026-09-23,,"The city of Dunnellon in Marion County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/dunnellon. 15 adopted ordinance(s) await codification. Checked 2026-09-23."
1218875,Eagle Lake,city,Polk,Polk,5576,online-html,municode,https://library.municode.com/fl/eagle_lake,1999,12407,,2026-03-24,1,3,unstated,municode-api,2026-09-23,,"The city of Eagle Lake in Polk County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/eagle_lake. 3 adopted ordinance(s) await codification. Checked 2026-09-23."
1219650,Eatonville,town,Orange,Orange,2356,online-html,municode,https://library.municode.com/fl/eatonville,8500,14377,,2026-01-08,1,6,unstated,municode-api,2026-09-23,,"The town of Eatonville in Orange County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/eatonville. 6 adopted ordinance(s) await codification. Checked 2026-09-23."
1219725,Ebro,town,Washington,Washington,246,online-pdf-only,county-code,https://www.dropbox.com/scl/fo/irlb8s9ftewjllkq9z2or/ABicA21gAcp5X7i7Z1zcdDY?rlkey=lwcwcuw1kc6196uhsy9nsoy4h&dl=0,,,2026-05-14,,0,,unstated,manual,2026-09-23,"Ebro uses the joint Washington County Land Development Code, a PDF adopted May 14, 2026. The town has no website of its own.","The town of Ebro in Washington County, Florida, is governed by the code of the county or district that regulates its land use, published at https://www.dropbox.com/scl/fo/irlb8s9ftewjllkq9z2or/ABicA21gAcp5X7i7Z1zcdDY?rlkey=lwcwcuw1kc6196uhsy9nsoy4h&dl=0. The code is codified through ordinances adopted 2026-05-14. Checked 2026-09-23."
1219825,Edgewater,city,Volusia,Volusia,24334,online-html,municode,https://library.municode.com/fl/edgewater,12127,14694,,2025-07-22,1,0,unstated,municode-api,2026-09-23,,"The city of Edgewater in Volusia County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/edgewater. Checked 2026-09-23."
1219900,Edgewood,city,Orange,Orange,2867,online-html,municode,https://library.municode.com/fl/edgewood,2047,13880,,2026-02-09,1,3,unstated,municode-api,2026-09-23,,"The city of Edgewood in Orange County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/edgewood. 3 adopted ordinance(s) await codification. Checked 2026-09-23."
1220650,El Portal,village,Miami-Dade,Miami-Dade,1980,online-html,municode,https://library.municode.com/fl/el_portal,10394,13913,2021-07-27,2021-11-23,1,2,unstated,municode-api,2026-09-23,,"The village of El Portal in Miami-Dade County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/el_portal. The code is codified through ordinances adopted 2021-07-27. 2 adopted ordinance(s) await codification. Checked 2026-09-23."
1221150,Estero,village,Lee,Lee,38443,online-html,municode,https://library.municode.com/fl/estero,19290,15496,2025-12-17,2026-07-23,1,2,unstated,municode-api,2026-09-23,,"The village of Estero in Lee County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/estero. The code is codified through ordinances adopted 2025-12-17. 2 adopted ordinance(s) await codification. Checked 2026-09-23."
1221250,Esto,town,Holmes,Holmes,350,ordinances-only,self-hosted,https://estoflorida.com/charter-and-ordinances/ordinances/,,,,,0,,unstated,manual,2026-09-23,The town posts individual ordinances and its 1963 charter as PDFs but has no codified code; Ordinance 2026-02 names the Holmes County Local Planning Agency as its LPA.,"The town of Esto in Holmes County, Florida, publishes individual ordinances online at https://estoflorida.com/charter-and-ordinances/ordinances/ but no codified code of ordinances. Checked 2026-09-23."
1221350,Eustis,city,Lake,Lake,25067,online-html,municode,https://library.municode.com/fl/eustis,2141,13820,2024-12-12,2025-06-23,1,2,unstated,municode-api,2026-09-23,,"The city of Eustis in Lake County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/eustis. The code is codified through ordinances adopted 2024-12-12. 2 adopted ordinance(s) await codification. Checked 2026-09-23."
1221425,Everglades,city,Collier,Collier,396,online-pdf-only,self-hosted,https://www.cityofeverglades.org/_files/ugd/5b01fc_1d966224f12049fc837363b31c3ecd76.pdf,,,,,0,,unstated,manual,2026-09-23,"Everglades City posts its Land Development Code (Ord. 2000-5, last amended January 2024) and its 2023 charter as scanned PDFs on a Wix site; there is no general code of ordinances online.","The city of Everglades in Collier County, Florida, publishes its code of ordinances as a PDF through its own website at https://www.cityofeverglades.org/_files/ugd/5b01fc_1d966224f12049fc837363b31c3ecd76.pdf. Checked 2026-09-23."
1221850,Fanning Springs,city,Levy,Levy|Gilchrist,1341,online-pdf-only,self-hosted,https://www.fanningsprings.org/wp-content/uploads/LDR_Fan_Sprgs_20_Jun_Canary.pdf,,,2019-11-05,,0,,unstated,manual,2026-09-23,"Fanning Springs posts its Land Development Regulations as a PDF (amended through Ord. 19-001, 2019); its Municode listing holds forms only, not a codified code.","The city of Fanning Springs in Levy County, Florida, publishes its code of ordinances as a PDF through its own website at https://www.fanningsprings.org/wp-content/uploads/LDR_Fan_Sprgs_20_Jun_Canary.pdf. The code is codified through ordinances adopted 2019-11-05. Checked 2026-09-23."
1222100,Fellsmere,city,Indian River,Indian River,5028,online-html,municode,https://library.municode.com/fl/fellsmere,2186,10766,,2023-11-13,1,0,unstated,municode-api,2026-09-23,,"The city of Fellsmere in Indian River County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/fellsmere. Checked 2026-09-23."
1222175,Fernandina Beach,city,Nassau,Nassau,13672,online-html,municode,https://library.municode.com/fl/fernandina_beach,2192,13042,,2026-06-23,1,10,unstated,municode-api,2026-09-23,,"The city of Fernandina Beach in Nassau County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/fernandina_beach. 10 adopted ordinance(s) await codification. Checked 2026-09-23."
1222550,Flagler Beach,city,Flagler,Flagler|Volusia,5568,online-html,municode,https://library.municode.com/fl/flagler_beach,2203,11755,2026-05-14,2026-07-23,1,0,unstated,municode-api,2026-09-23,,"The city of Flagler Beach in Flagler County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/flagler_beach. The code is codified through ordinances adopted 2026-05-14. Checked 2026-09-23."
1222975,Florida City,city,Miami-Dade,Miami-Dade,13157,online-html,municode,https://library.municode.com/fl/florida_city,2214,10780,2026-02-24,2026-04-22,1,0,unstated,municode-api,2026-09-23,,"The city of Florida City in Miami-Dade County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/florida_city. The code is codified through ordinances adopted 2026-02-24. Checked 2026-09-23."
1224000,Fort Lauderdale,city,Broward,Broward,190641,online-html,municode,https://library.municode.com/fl/fort_lauderdale,2247,10787,,2026-07-07,1,6,unstated,municode-api,2026-09-23,,"The city of Fort Lauderdale in Broward County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/fort_lauderdale. 6 adopted ordinance(s) await codification. Checked 2026-09-23."
1224100,Fort Meade,city,Polk,Polk,5341,online-html,municode,https://library.municode.com/fl/fort_meade,2250,14710,,2025-07-15,1,0,unstated,municode-api,2026-09-23,,"The city of Fort Meade in Polk County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/fort_meade. Checked 2026-09-23."
1224125,Fort Myers,city,Lee,Lee,99918,online-html,municode,https://library.municode.com/fl/fort_myers,2253,13900,,2026-07-28,1,0,unstated,municode-api,2026-09-23,"the publisher states codification through an ordinance adopted June 15, 2026, which postdates the supplement it published on 0001-01-01, so the stated date is not recorded","The city of Fort Myers in Lee County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/fort_myers. Checked 2026-09-23."
1224150,Fort Myers Beach,town,Lee,Lee,5308,online-html,municode,https://library.municode.com/fl/fort_myers_beach,8595,14562,2026-05-04,2026-08-03,1,0,unstated,municode-api,2026-09-23,,"The town of Fort Myers Beach in Lee County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/fort_myers_beach. The code is codified through ordinances adopted 2026-05-04. Checked 2026-09-23."
1224300,Fort Pierce,city,St. Lucie,St. Lucie,50805,online-html,municode,https://library.municode.com/fl/fort_pierce,2257,10303,,2026-08-17,1,6,unstated,municode-api,2026-09-23,,"The city of Fort Pierce in St. Lucie County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/fort_pierce. 6 adopted ordinance(s) await codification. Checked 2026-09-23."
1224475,Fort Walton Beach,city,Okaloosa,Okaloosa,21188,online-html,municode,https://library.municode.com/fl/fort_walton_beach,2263,14222,,2026-06-11,1,0,unstated,municode-api,2026-09-23,,"The city of Fort Walton Beach in Okaloosa County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/fort_walton_beach. Checked 2026-09-23."
1224500,Fort White,town,Columbia,Columbia,669,online-html,municode,https://library.municode.com/fl/fort_white,15333,17558,,,0,0,unstated,municode-api,2026-09-23,,"The town of Fort White in Columbia County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/fort_white. Checked 2026-09-23."
1224825,Freeport,city,Walton,Walton,7234,online-html,municode,https://library.municode.com/fl/freeport,2286,13962,2024-08-22,2025-07-30,1,0,unstated,municode-api,2026-09-23,,"The city of Freeport in Walton County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/freeport. The code is codified through ordinances adopted 2024-08-22. Checked 2026-09-23."
1224900,Frostproof,city,Polk,Polk,3467,online-html,municode,https://library.municode.com/fl/frostproof,2297,10813,2025-06-16,2026-02-03,0,0,unstated,municode-api,2026-09-23,,"The city of Frostproof in Polk County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/frostproof. The code is codified through ordinances adopted 2025-06-16. Checked 2026-09-23."
1224975,Fruitland Park,city,Lake,Lake,8962,online-html,municode,https://library.municode.com/fl/fruitland_park,2301,12514,,2026-06-08,1,3,unstated,municode-api,2026-09-23,,"The city of Fruitland Park in Lake County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/fruitland_park. 3 adopted ordinance(s) await codification. Checked 2026-09-23."
1225175,Gainesville,city,Alachua,Alachua,148720,online-html,municode,https://library.municode.com/fl/gainesville,2308,10819,,2026-03-17,1,5,unstated,municode-api,2026-09-23,"the publisher states codification through an ordinance adopted August 7, 2025, which postdates the supplement it published on 0001-01-01, so the stated date is not recorded","The city of Gainesville in Alachua County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/gainesville. 5 adopted ordinance(s) await codification. Checked 2026-09-23."
1226050,Glen Ridge,town,Palm Beach,Palm Beach,218,online-html,municode,https://library.municode.com/fl/glen_ridge,8649,14384,2008-11-05,2009-11-13,1,16,unstated,municode-api,2026-09-23,,"The town of Glen Ridge in Palm Beach County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/glen_ridge. The code is codified through ordinances adopted 2008-11-05. 16 adopted ordinance(s) await codification. Checked 2026-09-23."
1226075,Glen St. Mary,town,Baker,Baker,504,online-pdf-only,self-hosted,https://glenstmary.govoffice.com/?SEC=E8C113A0-E487-46CA-8A42-16D1D9A5FECE,,,,,0,,unstated,manual,2026-09-23,"Glen St. Mary posts its land development code as Word documents by part, plus a list of individual ordinances from 1959 to 2025; the files are .doc, not PDF, and there is no codified general code.","The town of Glen St. Mary in Baker County, Florida, publishes its code of ordinances as a PDF through its own website at https://glenstmary.govoffice.com/?SEC=E8C113A0-E487-46CA-8A42-16D1D9A5FECE. Checked 2026-09-23."
1226250,Golden Beach,town,Miami-Dade,Miami-Dade,1034,online-html,municode,https://library.municode.com/fl/golden_beach,8656,12740,2026-01-20,2026-06-15,1,0,unstated,municode-api,2026-09-23,,"The town of Golden Beach in Miami-Dade County, Florida, publishes its code of ordinances as a searchable web code through Municode at https://library.municode.com/fl/golden_beach. The code is codified through ordinances adopted 2026-01-20. Checked 2026-09-23."
